age,job,marital,education,balance,housing,duration,campaign,approval
36.0,management,single,tertiary,-679,yes,172.0,1,no
50.0,blue-collar,married,primary,-1,no,195.0,2,no
76.0,retired,married,primary,2590,no,68.0,12,no
58.0,management,single,tertiary,331,no,82.0,3,no
42.0,admin.,married,secondary,4209,yes,57.0,6,no
58.0,services,divorced,secondary,462,no,495.0,1,yes
28.0,self-employed,single,tertiary,0,yes,479.0,1,no
41.0,technician,married,secondary,0,no,141.0,2,no
30.0,management,married,tertiary,151,no,82.0,4,no
32.0,management,divorced,tertiary,883,yes,798.0,1,yes
27.0,services,single,secondary,266,no,232.0,1,no
48.0,management,married,tertiary,0,no,60.0,5,no
36.0,technician,married,tertiary,491,yes,103.0,3,no
54.0,management,married,tertiary,3,no,443.0,1,no
36.0,blue-collar,married,secondary,198,yes,400.0,2,no
52.0,housemaid,married,secondary,14363,no,132.0,1,no
34.0,technician,divorced,secondary,0,yes,374.0,16,no
43.0,technician,married,secondary,136,no,363.0,7,yes
32.0,management,single,tertiary,28,no,111.0,2,no
33.0,management,single,tertiary,335,no,130.0,4,no
51.0,housemaid,married,unknown,174,no,308.0,3,no
39.0,unemployed,married,secondary,270,yes,116.0,1,no
44.0,management,single,tertiary,1206,no,160.0,2,no
49.0,housemaid,divorced,primary,198,yes,205.0,3,no
25.0,technician,married,tertiary,914,yes,185.0,2,no
39.0,self-employed,married,secondary,31,yes,61.0,2,no
54.0,technician,married,secondary,0,no,159.0,2,no
32.0,management,single,tertiary,347,yes,213.0,1,no
36.0,management,married,tertiary,860,yes,294.0,15,no
54.0,technician,married,secondary,89,yes,140.0,3,no
31.0,technician,married,secondary,0,yes,71.0,1,no
45.0,services,married,secondary,0,no,47.0,7,no
31.0,admin.,single,secondary,68,yes,570.0,2,no
45.0,technician,married,secondary,-149,yes,287.0,2,no
33.0,services,divorced,secondary,2411,yes,130.0,1,yes
43.0,unknown,single,tertiary,2731,no,11.0,7,no
50.0,management,married,tertiary,112,yes,70.0,5,no
44.0,management,divorced,tertiary,0,no,54.0,2,no
42.0,services,married,secondary,3620,yes,22.0,16,no
26.0,blue-collar,single,secondary,179,no,103.0,3,no
47.0,admin.,single,secondary,1544,yes,104.0,1,no
48.0,blue-collar,married,primary,199,no,29.0,2,no
60.0,blue-collar,married,unknown,231,yes,57.0,2,no
27.0,admin.,divorced,secondary,76,yes,236.0,1,no
30.0,unemployed,single,tertiary,302,no,528.0,3,yes
28.0,admin.,single,secondary,189,yes,68.0,2,no
58.0,retired,married,primary,565,no,876.0,1,yes
37.0,entrepreneur,married,tertiary,310,no,76.0,1,no
36.0,services,married,secondary,1746,yes,99.0,1,no
39.0,technician,married,secondary,6,yes,122.0,3,no
52.0,unemployed,married,primary,-110,no,141.0,1,no
55.0,retired,married,secondary,2749,yes,58.0,2,no
30.0,management,single,tertiary,6495,no,78.0,3,no
36.0,blue-collar,single,secondary,35,yes,435.0,3,no
39.0,admin.,married,secondary,-650,no,123.0,2,no
47.0,blue-collar,married,primary,292,no,210.0,3,no
42.0,housemaid,single,primary,5774,yes,54.0,2,no
42.0,management,married,secondary,2416,yes,138.0,4,no
58.0,retired,married,secondary,35,no,336.0,7,no
68.0,retired,married,secondary,19317,yes,249.0,1,yes
43.0,technician,married,secondary,50,no,63.0,1,no
44.0,blue-collar,married,secondary,-674,yes,257.0,1,no
49.0,technician,married,tertiary,3726,no,875.0,2,yes
57.0,retired,married,tertiary,1180,yes,191.0,2,no
61.0,self-employed,divorced,tertiary,6610,no,481.0,2,yes
36.0,admin.,single,secondary,319,yes,120.0,2,no
31.0,blue-collar,married,secondary,1545,yes,207.0,1,no
51.0,technician,married,tertiary,1315,no,303.0,2,no
31.0,technician,single,tertiary,424,no,93.0,2,no
56.0,blue-collar,married,primary,151,no,128.0,1,no
30.0,technician,single,tertiary,-970,no,194.0,2,no
38.0,services,married,secondary,-762,yes,408.0,2,no
35.0,services,married,secondary,181,yes,5.0,3,no
31.0,blue-collar,married,unknown,-120,yes,231.0,2,no
39.0,admin.,divorced,secondary,1022,yes,20.0,3,no
50.0,management,married,tertiary,78,yes,218.0,3,no
39.0,technician,married,tertiary,209,no,36.0,2,no
26.0,admin.,married,secondary,2469,no,136.0,8,no
55.0,technician,married,secondary,0,no,336.0,1,no
43.0,blue-collar,divorced,primary,328,no,192.0,1,no
34.0,housemaid,married,tertiary,0,no,141.0,1,no
51.0,self-employed,married,primary,307,yes,65.0,2,no
31.0,management,married,tertiary,1384,yes,203.0,2,no
32.0,management,married,tertiary,0,no,104.0,9,no
53.0,technician,married,secondary,719,yes,230.0,1,no
44.0,management,divorced,tertiary,0,no,71.0,1,no
38.0,entrepreneur,married,tertiary,6704,yes,205.0,2,no
47.0,self-employed,married,tertiary,4543,yes,162.0,1,no
36.0,management,married,tertiary,0,yes,145.0,2,no
30.0,management,single,tertiary,149,yes,220.0,2,no
46.0,blue-collar,married,secondary,-1400,yes,309.0,3,no
33.0,entrepreneur,married,secondary,-118,yes,421.0,3,no
43.0,blue-collar,married,secondary,2160,no,261.0,1,yes
38.0,management,married,tertiary,3452,no,132.0,2,no
27.0,technician,single,secondary,842,no,273.0,1,no
38.0,management,married,unknown,3576,no,349.0,2,yes
41.0,unemployed,married,tertiary,1666,no,291.0,3,no
29.0,technician,married,secondary,0,yes,83.0,6,no
39.0,services,married,secondary,0,yes,793.0,2,no
42.0,blue-collar,single,primary,1628,yes,119.0,1,no
47.0,services,married,secondary,51,yes,312.0,1,no
30.0,blue-collar,single,secondary,447,no,103.0,6,no
34.0,admin.,married,secondary,396,yes,101.0,3,no
45.0,housemaid,married,primary,4994,no,48.0,1,no
43.0,admin.,married,secondary,3215,yes,228.0,3,no
59.0,blue-collar,married,primary,2814,no,81.0,3,no
50.0,technician,married,secondary,0,no,152.0,2,no
39.0,blue-collar,married,secondary,293,yes,160.0,3,no
36.0,technician,married,secondary,474,yes,59.0,1,no
44.0,blue-collar,married,secondary,16178,yes,297.0,1,no
36.0,technician,married,tertiary,0,no,147.0,2,no
27.0,management,single,tertiary,88,no,143.0,1,no
29.0,services,married,secondary,308,yes,75.0,1,no
70.0,retired,married,secondary,1164,no,338.0,3,no
44.0,management,married,tertiary,13893,no,29.0,2,no
55.0,management,married,tertiary,0,yes,159.0,2,no
36.0,technician,divorced,secondary,-435,yes,85.0,8,no
28.0,technician,single,secondary,389,yes,15.0,7,no
50.0,management,divorced,tertiary,356,no,198.0,2,no
49.0,technician,married,secondary,2718,no,114.0,2,no
71.0,retired,divorced,tertiary,261,no,1117.0,2,no
31.0,admin.,single,secondary,757,no,343.0,2,no
45.0,management,single,tertiary,16,no,59.0,2,no
42.0,blue-collar,married,secondary,-422,no,31.0,1,no
45.0,admin.,married,secondary,248,no,212.0,2,no
47.0,technician,married,primary,145,yes,157.0,6,no
60.0,retired,divorced,secondary,598,no,96.0,1,no
35.0,management,married,tertiary,949,yes,245.0,2,no
31.0,technician,single,tertiary,614,no,72.0,4,no
33.0,blue-collar,married,primary,1209,yes,700.0,1,no
50.0,self-employed,married,tertiary,202,yes,107.0,1,no
51.0,blue-collar,married,secondary,1840,yes,312.0,3,no
34.0,technician,married,secondary,114,yes,153.0,1,no
56.0,services,married,secondary,-229,no,55.0,10,no
29.0,services,married,secondary,182,yes,38.0,3,no
31.0,blue-collar,married,secondary,401,no,96.0,3,no
44.0,technician,divorced,unknown,759,yes,397.0,1,no
55.0,retired,married,secondary,4194,no,208.0,3,no
35.0,student,single,unknown,0,no,122.0,3,no
36.0,technician,married,tertiary,629,yes,109.0,1,no
54.0,retired,married,secondary,153,yes,74.0,1,no
32.0,management,married,tertiary,553,yes,72.0,1,no
36.0,management,divorced,tertiary,1057,no,383.0,2,no
60.0,retired,married,secondary,78,yes,113.0,3,no
32.0,technician,single,secondary,-28,no,400.0,1,no
57.0,management,married,tertiary,929,no,387.0,8,no
34.0,blue-collar,married,primary,428,yes,59.0,2,no
27.0,student,single,secondary,268,yes,528.0,1,no
52.0,management,single,tertiary,83,no,1223.0,6,yes
45.0,admin.,divorced,unknown,998,yes,38.0,2,no
58.0,admin.,single,secondary,2223,no,1139.0,2,no
39.0,blue-collar,single,primary,6,yes,286.0,2,no
48.0,blue-collar,single,secondary,312,yes,369.0,2,no
36.0,management,single,secondary,0,no,333.0,5,no
31.0,technician,single,secondary,691,yes,198.0,1,no
41.0,management,married,tertiary,771,yes,106.0,8,no
30.0,self-employed,single,secondary,192,no,423.0,1,no
57.0,retired,married,tertiary,0,no,116.0,4,no
29.0,admin.,single,secondary,1070,yes,30.0,1,yes
29.0,services,divorced,secondary,84,yes,1101.0,2,yes
30.0,management,single,tertiary,2,no,102.0,1,no
44.0,management,married,tertiary,1242,yes,384.0,6,no
33.0,student,single,unknown,5969,no,156.0,2,no
56.0,admin.,divorced,secondary,3337,yes,99.0,3,no
26.0,services,single,secondary,1347,no,280.0,6,yes
52.0,technician,married,secondary,64,no,20.0,2,no
32.0,management,single,secondary,249,yes,258.0,1,no
36.0,technician,single,secondary,0,no,85.0,6,no
26.0,blue-collar,married,secondary,128,no,355.0,1,no
37.0,blue-collar,married,secondary,196,yes,66.0,3,no
34.0,technician,married,secondary,351,yes,467.0,1,no
26.0,services,single,secondary,5533,yes,582.0,2,no
32.0,services,married,secondary,38,yes,744.0,1,yes
30.0,management,single,tertiary,35,no,185.0,4,no
27.0,technician,single,secondary,235,yes,13.0,5,no
42.0,admin.,single,secondary,30,yes,98.0,1,no
33.0,blue-collar,single,primary,92,yes,127.0,1,no
37.0,blue-collar,married,secondary,67,no,45.0,2,no
45.0,blue-collar,married,secondary,4022,yes,244.0,3,no
36.0,entrepreneur,married,tertiary,3057,no,2769.0,4,yes
39.0,management,single,tertiary,0,yes,561.0,4,no
33.0,management,single,tertiary,349,no,182.0,1,no
47.0,services,married,secondary,2322,no,618.0,1,no
49.0,entrepreneur,married,secondary,167,yes,198.0,3,no
46.0,management,divorced,secondary,558,no,126.0,6,no
31.0,services,married,secondary,-230,yes,715.0,1,no
43.0,unemployed,divorced,secondary,4094,yes,63.0,1,no
30.0,blue-collar,single,secondary,239,yes,412.0,1,yes
43.0,management,divorced,tertiary,497,no,66.0,1,no
42.0,blue-collar,married,secondary,179,yes,96.0,1,no
30.0,admin.,single,tertiary,305,no,633.0,1,yes
33.0,management,single,tertiary,-67,yes,364.0,1,no
41.0,admin.,married,secondary,4539,no,298.0,3,no
29.0,blue-collar,single,secondary,770,yes,341.0,1,no
38.0,unemployed,married,secondary,-673,yes,364.0,1,no
29.0,technician,married,tertiary,858,yes,234.0,7,no
80.0,housemaid,married,primary,0,no,639.0,1,yes
38.0,management,single,tertiary,5244,no,310.0,4,no
36.0,blue-collar,divorced,primary,117,yes,123.0,4,no
38.0,self-employed,married,tertiary,846,no,253.0,1,no
44.0,management,married,secondary,0,yes,96.0,2,no
31.0,management,married,tertiary,1331,no,297.0,1,yes
31.0,services,single,secondary,31,yes,501.0,2,no
57.0,admin.,divorced,primary,179,yes,67.0,1,no
37.0,blue-collar,married,primary,543,yes,281.0,1,no
50.0,blue-collar,married,secondary,253,yes,475.0,2,no
60.0,retired,married,primary,71188,no,205.0,1,no
51.0,management,married,tertiary,5108,yes,272.0,1,no
48.0,blue-collar,married,secondary,1738,yes,349.0,1,no
42.0,blue-collar,married,primary,-97,yes,216.0,4,no
36.0,blue-collar,married,secondary,199,yes,183.0,1,no
43.0,management,married,tertiary,489,yes,130.0,1,no
31.0,admin.,married,primary,355,yes,61.0,6,no
49.0,technician,single,secondary,-97,yes,92.0,2,no
35.0,management,divorced,tertiary,473,no,37.0,2,no
44.0,entrepreneur,married,secondary,6649,yes,354.0,2,no
34.0,self-employed,married,tertiary,263,no,203.0,1,no
46.0,blue-collar,married,secondary,781,no,152.0,1,no
49.0,blue-collar,married,primary,1032,yes,41.0,5,no
32.0,blue-collar,married,secondary,119,no,20.0,5,no
35.0,management,divorced,tertiary,434,yes,277.0,1,no
51.0,admin.,married,secondary,2967,no,83.0,2,no
57.0,retired,divorced,secondary,-331,yes,531.0,1,no
59.0,management,married,tertiary,1585,no,91.0,5,no
40.0,services,divorced,unknown,4384,yes,315.0,1,no
49.0,management,single,tertiary,588,no,70.0,9,no
51.0,management,married,secondary,3180,yes,384.0,1,no
35.0,admin.,married,secondary,0,no,105.0,3,no
29.0,self-employed,married,secondary,-76,yes,305.0,2,no
32.0,services,single,secondary,152,yes,158.0,2,yes
37.0,housemaid,divorced,secondary,1040,yes,199.0,1,no
49.0,unemployed,married,primary,-384,yes,25.0,1,no
45.0,technician,married,unknown,473,yes,147.0,1,no
34.0,technician,single,secondary,475,yes,538.0,8,no
53.0,technician,married,secondary,0,no,77.0,9,no
42.0,entrepreneur,married,primary,149,no,94.0,2,no
43.0,technician,married,secondary,3285,yes,1721.0,2,yes
52.0,retired,married,secondary,424,no,143.0,1,no
34.0,blue-collar,single,secondary,79,no,104.0,1,no
34.0,technician,divorced,tertiary,674,yes,587.0,2,yes
27.0,services,married,secondary,0,yes,1608.0,13,yes
43.0,unemployed,married,tertiary,58,yes,48.0,4,no
41.0,technician,married,tertiary,532,yes,74.0,1,no
72.0,retired,married,secondary,4130,no,427.0,1,no
35.0,blue-collar,married,primary,422,yes,73.0,1,no
41.0,management,married,tertiary,437,yes,14.0,21,no
36.0,blue-collar,divorced,primary,-308,yes,725.0,1,yes
51.0,housemaid,married,primary,30,yes,333.0,2,no
37.0,self-employed,married,tertiary,137,no,244.0,6,no
42.0,admin.,single,secondary,-247,yes,519.0,1,yes
26.0,admin.,single,secondary,321,yes,242.0,7,no
23.0,services,single,secondary,250,yes,222.0,1,no
50.0,management,married,tertiary,-470,yes,130.0,2,no
37.0,blue-collar,married,secondary,140,yes,490.0,1,no
35.0,management,married,tertiary,2793,no,258.0,2,no
37.0,management,married,tertiary,410,no,337.0,2,no
79.0,retired,divorced,unknown,2628,no,220.0,7,no
39.0,technician,married,secondary,116,no,79.0,2,no
47.0,services,married,secondary,0,yes,250.0,1,no
44.0,blue-collar,married,secondary,878,yes,130.0,1,no
36.0,management,single,tertiary,2944,no,882.0,8,yes
33.0,blue-collar,single,secondary,3975,yes,515.0,1,no
42.0,services,married,secondary,96,yes,238.0,3,no
35.0,technician,single,tertiary,2288,no,32.0,2,no
31.0,blue-collar,married,secondary,472,yes,907.0,2,no
58.0,services,married,primary,65,no,162.0,1,no
46.0,management,married,tertiary,0,no,70.0,2,no
41.0,admin.,single,secondary,400,yes,99.0,6,no
58.0,technician,married,secondary,7495,yes,325.0,1,no
31.0,unemployed,married,secondary,24,yes,631.0,1,no
55.0,technician,divorced,secondary,3450,no,169.0,1,yes
38.0,technician,single,secondary,311,yes,61.0,2,no
55.0,housemaid,married,secondary,139,no,256.0,2,no
47.0,management,single,tertiary,0,no,58.0,3,no
51.0,housemaid,married,primary,492,yes,142.0,3,no
46.0,management,single,tertiary,334,yes,36.0,6,no
61.0,management,married,tertiary,997,no,106.0,1,yes
47.0,management,single,tertiary,440,no,71.0,4,no
34.0,technician,married,secondary,47,no,132.0,6,no
34.0,blue-collar,married,secondary,1298,yes,120.0,1,no
41.0,management,divorced,tertiary,3355,no,181.0,2,no
36.0,blue-collar,divorced,secondary,-11,no,152.0,2,no
26.0,blue-collar,single,secondary,396,yes,302.0,1,no
35.0,management,married,tertiary,8,no,93.0,3,yes
36.0,blue-collar,married,secondary,1409,no,235.0,2,no
26.0,management,single,tertiary,170,no,129.0,1,yes
58.0,management,married,primary,2769,yes,94.0,2,no
50.0,blue-collar,married,secondary,2320,yes,310.0,1,no
61.0,retired,married,secondary,76,yes,195.0,7,no
49.0,blue-collar,single,primary,3018,yes,93.0,1,no
74.0,retired,married,secondary,921,no,394.0,2,yes
53.0,blue-collar,married,secondary,483,yes,288.0,3,no
46.0,self-employed,married,secondary,390,yes,208.0,2,no
47.0,management,married,tertiary,0,no,508.0,1,yes
42.0,blue-collar,single,primary,92,no,86.0,2,no
56.0,services,married,secondary,22196,yes,189.0,1,no
42.0,technician,married,secondary,2,no,249.0,2,no
49.0,housemaid,married,primary,249,yes,450.0,1,no
43.0,unemployed,single,unknown,3274,yes,680.0,1,no
39.0,services,married,secondary,5731,yes,175.0,2,no
66.0,retired,married,primary,206,no,479.0,1,yes
30.0,technician,single,tertiary,2325,no,270.0,3,no
38.0,management,single,tertiary,0,no,164.0,1,no
31.0,blue-collar,married,secondary,1664,yes,158.0,1,no
32.0,technician,married,secondary,3333,no,50.0,4,no
48.0,technician,married,secondary,7020,no,80.0,2,no
34.0,admin.,married,tertiary,37,no,45.0,1,no
28.0,student,single,secondary,28,no,220.0,2,no
40.0,admin.,single,secondary,1670,yes,161.0,2,no
36.0,entrepreneur,married,secondary,134,no,98.0,1,no
52.0,retired,married,secondary,603,no,79.0,1,no
46.0,admin.,married,primary,276,yes,157.0,2,no
25.0,technician,single,secondary,2157,yes,339.0,1,no
40.0,blue-collar,married,primary,3658,yes,977.0,1,no
26.0,management,divorced,tertiary,-402,no,127.0,2,no
26.0,blue-collar,single,primary,3342,yes,329.0,4,no
35.0,self-employed,single,secondary,1732,no,1441.0,3,no
40.0,admin.,single,secondary,263,yes,231.0,1,no
31.0,management,married,tertiary,623,yes,96.0,2,no
32.0,admin.,married,secondary,3540,yes,213.0,1,no
33.0,admin.,married,secondary,95,yes,335.0,1,yes
53.0,services,divorced,secondary,765,yes,959.0,3,yes
46.0,technician,divorced,secondary,-824,yes,429.0,3,yes
28.0,management,single,tertiary,5549,no,383.0,6,no
31.0,blue-collar,married,secondary,191,yes,40.0,1,no
44.0,blue-collar,married,primary,420,yes,110.0,2,no
35.0,admin.,married,secondary,0,no,326.0,1,no
50.0,technician,divorced,unknown,2706,yes,179.0,3,no
32.0,technician,married,secondary,4,yes,132.0,8,no
51.0,admin.,married,secondary,423,yes,95.0,1,no
51.0,management,married,tertiary,-892,yes,248.0,2,no
31.0,blue-collar,married,unknown,-120,yes,100.0,3,no
41.0,admin.,divorced,secondary,-365,yes,226.0,10,no
57.0,technician,married,tertiary,27069,no,174.0,3,no
34.0,management,single,tertiary,8038,yes,29.0,3,no
47.0,technician,married,secondary,-938,yes,176.0,2,no
47.0,admin.,divorced,secondary,1139,yes,106.0,2,no
36.0,self-employed,married,secondary,189,yes,136.0,1,no
29.0,housemaid,single,tertiary,19,no,110.0,2,yes
39.0,technician,married,secondary,3663,no,230.0,3,no
53.0,blue-collar,single,unknown,0,no,140.0,7,no
47.0,blue-collar,married,secondary,-614,yes,118.0,2,no
51.0,technician,divorced,secondary,2323,yes,151.0,10,no
48.0,blue-collar,married,secondary,425,yes,693.0,2,no
32.0,technician,married,secondary,5122,no,31.0,1,no
36.0,management,divorced,tertiary,608,no,125.0,2,no
50.0,unknown,married,primary,341,yes,670.0,4,yes
39.0,admin.,married,secondary,607,yes,454.0,2,yes
31.0,blue-collar,married,secondary,1495,yes,159.0,3,no
49.0,admin.,married,secondary,381,no,504.0,2,no
33.0,unemployed,divorced,secondary,385,no,29.0,28,no
26.0,management,single,tertiary,1274,yes,190.0,1,no
27.0,blue-collar,married,secondary,362,yes,332.0,2,no
51.0,blue-collar,married,primary,377,yes,143.0,4,no
26.0,admin.,single,secondary,802,no,77.0,1,no
45.0,admin.,married,secondary,194,no,517.0,4,no
54.0,technician,married,secondary,-315,no,2029.0,1,yes
49.0,technician,married,tertiary,1843,yes,269.0,1,no
47.0,technician,married,secondary,-9,no,457.0,2,no
42.0,housemaid,married,primary,83,no,184.0,1,no
50.0,entrepreneur,married,tertiary,433,yes,47.0,4,no
37.0,admin.,married,secondary,-107,yes,158.0,2,no
54.0,blue-collar,married,primary,4503,no,168.0,3,no
40.0,services,married,secondary,51,yes,50.0,1,no
50.0,services,married,secondary,961,no,757.0,4,no
57.0,retired,married,secondary,49,yes,93.0,4,no
33.0,technician,married,secondary,3470,no,285.0,2,no
49.0,technician,married,secondary,-147,yes,390.0,1,no
35.0,services,married,secondary,0,yes,146.0,2,no
28.0,blue-collar,single,secondary,0,yes,386.0,1,no
58.0,management,married,tertiary,172,no,145.0,7,no
31.0,admin.,single,secondary,-407,no,230.0,1,no
36.0,management,divorced,tertiary,649,no,237.0,2,no
49.0,blue-collar,single,primary,1040,no,474.0,2,no
30.0,unemployed,married,secondary,142,yes,350.0,4,no
29.0,services,single,secondary,209,yes,487.0,7,no
50.0,management,married,unknown,3304,no,1009.0,2,no
26.0,student,single,tertiary,294,no,87.0,1,yes
27.0,housemaid,married,secondary,4848,yes,82.0,3,no
32.0,blue-collar,single,secondary,1670,yes,183.0,1,no
62.0,unknown,married,secondary,367,no,139.0,5,no
34.0,blue-collar,single,secondary,13683,yes,115.0,3,no
25.0,admin.,single,tertiary,1420,no,124.0,2,no
34.0,management,single,tertiary,340,yes,633.0,28,no
44.0,technician,single,secondary,1679,no,718.0,1,yes
38.0,management,married,tertiary,1198,yes,63.0,1,no
57.0,admin.,married,secondary,169,no,180.0,1,no
36.0,self-employed,married,tertiary,506,no,47.0,1,no
41.0,entrepreneur,married,secondary,1249,yes,391.0,1,no
36.0,management,single,tertiary,678,no,85.0,3,no
27.0,management,single,tertiary,212,yes,373.0,1,no
37.0,technician,divorced,secondary,23,no,289.0,2,no
47.0,management,single,tertiary,4402,no,805.0,1,yes
31.0,services,divorced,primary,459,yes,623.0,1,yes
39.0,self-employed,married,secondary,4722,yes,483.0,1,no
35.0,admin.,divorced,tertiary,1555,yes,26.0,2,no
40.0,blue-collar,married,secondary,61,yes,112.0,3,no
38.0,management,single,tertiary,0,yes,213.0,2,no
31.0,technician,married,secondary,3706,yes,129.0,1,no
36.0,blue-collar,married,primary,1177,no,330.0,1,yes
53.0,management,married,primary,2096,no,104.0,1,no
59.0,blue-collar,married,primary,748,no,184.0,1,no
29.0,management,single,tertiary,3357,no,120.0,3,no
30.0,admin.,single,secondary,3809,yes,159.0,4,no
52.0,admin.,married,secondary,395,yes,391.0,3,no
55.0,blue-collar,married,secondary,1011,yes,112.0,2,no
56.0,blue-collar,married,primary,420,yes,76.0,1,no
32.0,admin.,married,secondary,76,yes,189.0,2,no
24.0,blue-collar,married,secondary,0,no,94.0,1,no
51.0,blue-collar,married,primary,844,yes,184.0,3,no
36.0,management,married,tertiary,1318,yes,100.0,2,no
36.0,technician,married,tertiary,167,yes,57.0,1,no
42.0,management,married,tertiary,2187,yes,525.0,3,yes
49.0,admin.,married,secondary,14440,yes,60.0,1,no
48.0,management,married,secondary,2294,yes,251.0,11,no
36.0,management,married,secondary,80,yes,251.0,3,no
48.0,management,married,primary,2537,no,219.0,6,no
30.0,technician,married,tertiary,569,no,976.0,12,yes
27.0,management,single,tertiary,0,no,46.0,1,no
38.0,entrepreneur,married,tertiary,0,yes,185.0,3,no
36.0,technician,single,secondary,12,no,587.0,2,yes
45.0,technician,married,secondary,49,no,65.0,2,no
44.0,housemaid,married,tertiary,460,no,491.0,1,no
42.0,technician,married,secondary,613,yes,432.0,2,no
37.0,entrepreneur,married,tertiary,7944,no,102.0,1,no
48.0,blue-collar,married,secondary,1143,yes,264.0,1,no
57.0,retired,married,primary,-464,yes,75.0,1,no
44.0,services,married,secondary,1989,yes,106.0,2,no
48.0,technician,married,secondary,17,yes,81.0,1,no
56.0,retired,married,primary,-1,no,89.0,23,no
37.0,management,married,tertiary,1698,yes,95.0,2,no
47.0,blue-collar,married,secondary,5306,yes,322.0,1,no
54.0,housemaid,married,unknown,0,no,94.0,5,no
51.0,retired,divorced,secondary,1679,no,417.0,1,yes
47.0,admin.,married,secondary,3676,no,567.0,1,yes
25.0,management,married,tertiary,-242,yes,600.0,4,yes
39.0,services,single,secondary,471,no,5.0,1,no
40.0,management,married,tertiary,8902,yes,464.0,5,no
38.0,management,single,tertiary,1704,no,222.0,1,no
34.0,management,married,tertiary,3050,yes,469.0,1,yes
53.0,housemaid,married,primary,2581,no,99.0,1,no
32.0,services,married,secondary,162,yes,297.0,2,no
35.0,blue-collar,married,secondary,243,yes,41.0,3,no
24.0,student,single,secondary,1847,no,390.0,1,no
58.0,blue-collar,married,primary,0,yes,535.0,2,no
49.0,management,married,primary,3371,no,269.0,2,yes
45.0,services,single,secondary,1757,yes,1010.0,3,no
55.0,management,married,tertiary,171,yes,73.0,6,no
42.0,entrepreneur,married,tertiary,157,yes,650.0,1,no
28.0,admin.,married,secondary,934,yes,53.0,2,no
48.0,blue-collar,married,secondary,-19,no,270.0,1,no
51.0,management,single,tertiary,-55,yes,119.0,6,no
38.0,housemaid,married,primary,21,no,634.0,2,no
27.0,blue-collar,single,secondary,14,no,72.0,2,no
50.0,technician,single,secondary,246,yes,270.0,1,no
44.0,blue-collar,married,primary,887,yes,165.0,2,no
40.0,management,married,tertiary,51,no,164.0,2,no
29.0,services,single,secondary,-287,yes,196.0,1,no
34.0,services,married,secondary,0,yes,78.0,4,no
44.0,self-employed,single,tertiary,2734,yes,897.0,4,yes
50.0,entrepreneur,married,tertiary,52,no,22.0,8,no
34.0,management,married,tertiary,2594,yes,161.0,3,no
54.0,retired,divorced,primary,22,no,23.0,4,no
34.0,technician,married,tertiary,1611,yes,490.0,2,no
34.0,admin.,single,tertiary,18,yes,359.0,1,yes
52.0,blue-collar,married,primary,1331,yes,213.0,2,no
60.0,unknown,married,unknown,7337,no,122.0,1,no
39.0,management,single,secondary,835,yes,587.0,4,no
58.0,retired,married,primary,5092,no,199.0,6,no
41.0,technician,divorced,secondary,52,no,261.0,2,no
48.0,technician,married,secondary,10655,no,5.0,3,no
58.0,management,married,tertiary,1831,no,1531.0,1,no
40.0,self-employed,married,primary,92,yes,92.0,1,no
48.0,management,married,tertiary,586,yes,179.0,2,no
52.0,blue-collar,divorced,primary,1758,yes,41.0,1,no
50.0,self-employed,married,secondary,2061,yes,197.0,2,no
25.0,technician,single,secondary,959,no,144.0,5,no
54.0,retired,married,primary,208,no,255.0,1,no
34.0,services,married,secondary,-315,yes,56.0,2,no
48.0,management,married,tertiary,-13,yes,20.0,6,no
37.0,admin.,married,tertiary,801,no,331.0,7,no
66.0,retired,married,tertiary,1948,no,216.0,1,yes
32.0,management,single,tertiary,751,yes,64.0,1,no
45.0,blue-collar,married,secondary,784,yes,34.0,1,no
43.0,blue-collar,single,secondary,24,no,68.0,1,no
41.0,management,married,tertiary,72,yes,764.0,3,no
40.0,technician,divorced,tertiary,1871,yes,64.0,1,no
44.0,services,single,secondary,1378,yes,257.0,2,no
43.0,blue-collar,married,primary,188,yes,58.0,3,no
30.0,unknown,single,tertiary,6836,no,30.0,3,no
32.0,services,married,secondary,61,yes,529.0,5,no
57.0,admin.,married,secondary,-967,yes,8.0,7,no
31.0,blue-collar,single,tertiary,462,yes,147.0,1,no
49.0,unknown,married,secondary,0,no,173.0,2,no
31.0,admin.,single,secondary,5527,yes,132.0,1,no
41.0,admin.,married,tertiary,1287,no,286.0,1,no
44.0,management,married,tertiary,17361,no,476.0,1,no
54.0,entrepreneur,married,unknown,1956,no,221.0,5,no
37.0,blue-collar,divorced,secondary,0,yes,146.0,4,yes
34.0,management,married,secondary,-294,yes,532.0,2,no
43.0,technician,married,secondary,275,no,69.0,6,no
44.0,management,married,tertiary,724,yes,157.0,2,no
44.0,services,married,secondary,27,no,485.0,1,no
53.0,admin.,divorced,secondary,26,yes,56.0,1,no
36.0,technician,married,secondary,191,no,69.0,1,no
58.0,technician,divorced,secondary,-123,no,131.0,2,no
26.0,student,single,secondary,-147,no,95.0,2,no
34.0,technician,single,secondary,179,no,294.0,3,no
55.0,blue-collar,married,primary,1086,yes,146.0,1,no
55.0,blue-collar,married,secondary,471,yes,58.0,2,no
34.0,entrepreneur,married,tertiary,105,yes,249.0,2,no
41.0,entrepreneur,divorced,secondary,1588,yes,10.0,8,no
38.0,housemaid,divorced,secondary,70,no,255.0,3,yes
